Sale_ID,Store_Code,Branch,Province,Region,Product_Name,Category,Sale_Date,Quantity,Unit_Price,Discount_Percent
SALE-00237,CBI-01,Bangsaen,Chonburi,East,chocolate cake, Bakery ,22/04/2026,4,126.00,0
SALE-00130,PKT-01,Phuket Town,Phuket,South, Chicken Sandwich ,Food,2026-03-15,3,95.00,15
SALE-00118,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,Caesar Salad,Food,27-Jun-2026,3,104.50,0
SALE-00108,CBI-01,Bangsaen,Chonburi,East,Chicken Sandwich, Food ,11-Apr-2026,8,99.75,15
SALE-00162,RYG-01,Rayong City,Rayong,East,Chicken Sandwich,Food,28/06/2026,7,95.00,0
SALE-00286,BKK-02,Siam Square,Bangkok, Central ,COOKIE BOX, Bakery ,10/03/2026,6,142.50,5
SALE-00037,RYG-01,Rayong City,Rayong,East, Chocolate Cake ,BAKERY,15/04/2026,6,126.00,0
SALE-00013,RYG-01, Rayong City ,Rayong,East,Caesar Salad,Food,24-Apr-2026,7,104.50,0
SALE-00076,RYG-01,Rayong City,Rayong,East,Tote Bag,Merchandise,2026-04-12,6,171.00,5
SALE-00296,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,chocolate cake, Bakery ,20/03/2026,8,114.00,0
SALE-00163,CBI-02, Pattaya ,Chonburi,East,Chicken Sandwich,Food,23/03/2026,2,95.00,5
SALE-00169,PKT-01,Phuket Town,Phuket,South,Travel Mug,Merchandise,29-Apr-2026,7,320.00,5
SALE-00175,CBI-02,pattaya,Chonburi,East,Caesar Salad, Food ,2026-04-14,1,110.00,10
SALE-00245,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,Caesar Salad,Food,10/03/2026,5,110.00,0
SALE-00093,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,Travel Mug,Merchandise,2026-04-01,1,320.00,0
SALE-00236,RYG-01,Rayong City,Rayong,East,Chicken Sandwich,Food,27-Mar-2026,2,90.25,0
SALE-00206,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,Thai Milk Tea,Beverage,2026-05-20,3,70.00,5
SALE-00002,BKK-01,Central Rama 9, Bangkok ,Central,Caesar Salad,Food,21/05/2026,5,110.00,0
SALE-00148,PKT-01, Phuket Town ,Phuket,South,Cookie Box,Bakery,14-Jun-2026,7,157.50,5
SALE-00119,CBI-02,Pattaya,Chonburi,East,Chocolate Cake,Bakery,22/04/2026,5,120.00,0
SALE-00217,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,Premium Coffee,Beverage,2026-03-09,1,89.25,15
SALE-00135,BKK-02,SIAM SQUARE,Bangkok,Central,Travel Mug,Merchandise,27/04/2026,8,320.00,0
SALE-00218,CBI-02,Pattaya,Chonburi, East ,Caesar Salad,Food,12/03/2026,4,115.50,15
SALE-00205,CMI-01,nimman,Chiang Mai,North,CHOCOLATE CAKE,Bakery,11-Apr-2026,6,120.00,0
SALE-00159,RYG-01,Rayong City,Rayong, East ,Thai Milk Tea, Beverage ,19-Apr-2026,7,70.00,5
SALE-00122,PKT-01,Phuket Town,Phuket,South,Thai Milk Tea,BEVERAGE,06-Apr-2026,2,73.50,0
SALE-00115,PKT-01,Phuket Town,Phuket,South,Thai Milk Tea,Beverage,17-Jun-2026,3,66.50,0
SALE-00284,BKK-01,Central Rama 9,Bangkok,Central,Chocolate Cake,Bakery,2026-05-19,5,114.00,0
SALE-00085,PKT-01,Phuket Town,Phuket,South,Travel Mug,Merchandise,28-Jun-2026,3,336.00,15
SALE-00255,CBI-02,Pattaya,Chonburi,East,Cookie Box,Bakery,15-Mar-2026,8,150.00,10
SALE-00062,CMI-01,Nimman, Chiang Mai ,North,Caesar Salad,FOOD,25/06/2026,5,115.50,0
SALE-00054,RYG-01,Rayong City,Rayong,East,Premium Coffee,BEVERAGE,04/04/2026,2,80.75,5
SALE-00303,BKK-01,central rama 9,Bangkok,Central,Mineral Water,Beverage,09/06/2026,8,25.00,5
SALE-00019,PKT-01,Phuket Town,Phuket,South,Chocolate Cake, Bakery ,09-May-2026,6,114.00,0
SALE-00298,BKK-02,Siam Square,Bangkok, Central ,Chicken Sandwich,Food,2026-03-28,3,99.75,0
SALE-00025,BKK-01,Central Rama 9,Bangkok,Central,Mineral Water,Beverage,2026-06-14,1,26.25,0
SALE-00189,CBI-02,Pattaya, Chonburi ,East,Caesar Salad,Food,02-Jun-2026,3,110.00,0
SALE-00094,CBI-02,Pattaya, Chonburi ,East, Butter Croissant ,Bakery,2026-05-20,2,65.00,10
SALE-00051,BKK-01,Central Rama 9,Bangkok,Central,Thai Milk Tea, Beverage ,16-Apr-2026,2,73.50,10
SALE-00042,CBI-01, Bangsaen ,Chonburi,East,Caesar Salad,FOOD,23/03/2026,7,104.50,15
SALE-00161,BKK-02,Siam Square, Bangkok ,Central, Chicken Sandwich ,Food,11-May-2026,2,99.75,0
SALE-00090,PKT-01,Phuket Town,Phuket,South,Chocolate Cake,Bakery,2026-04-22,1,120.00,10
SALE-00270,BKK-02,siam square,Bangkok,Central,Chicken Sandwich,FOOD,21-May-2026,8,90.25,5
SALE-00157,RYG-01,Rayong City,Rayong,East,Chicken Sandwich,Food,25/05/2026,6,90.25,10
SALE-00154,CMI-01,Nimman,Chiang Mai,NORTH,Chocolate Cake,BAKERY,06/04/2026,7,114.00,10
SALE-00250,CBI-02, Pattaya ,Chonburi,East,Tote Bag,Merchandise,10-Apr-2026,3,189.00,10
SALE-00176,CBI-01,Bangsaen,Chonburi,East,Premium Coffee,Beverage,31-May-2026,3,80.75,0
SALE-00259,CMI-01,Nimman,Chiang Mai,North,Premium Coffee,Beverage,28/05/2026,3,85.00,10
SALE-00158,PKT-01,Phuket Town,Phuket,South,Caesar Salad,Food,21/06/2026,8,115.50,10
SALE-00199,CBI-02,Pattaya,Chonburi,East,Caesar Salad,Food,2026-04-20,2,115.50,0
SALE-00171,CBI-02,Pattaya,Chonburi,East,Premium Coffee,Beverage,08/06/2026,1,89.25,15
SALE-00129,PKT-01,PHUKET TOWN,Phuket,South,Premium Coffee,Beverage,27-Mar-2026,7,85.00,0
SALE-00043,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,Caesar Salad,Food,14-Apr-2026,7,115.50,10
SALE-00305,CMI-01,Nimman,Chiang Mai,North,COOKIE BOX,Bakery,11-Jun-2026,1,150.00,0
SALE-00222,CBI-02,Pattaya,Chonburi,East,Premium Coffee,Beverage,2026-05-15,8,89.25,0
SALE-00151,BKK-02,Siam Square,Bangkok,Central,Thai Milk Tea,Beverage,2026-03-15,5,70.00,0
SALE-00184,KKN-01, Khon Kaen Center ,Khon Kaen,Northeast, Mineral Water ,Beverage,2026-04-07,1,23.75,15
SALE-00289,PKT-01,Phuket Town,Phuket,South,Thai Milk Tea,BEVERAGE,2026-04-08,4,70.00,15
SALE-00320,KKN-01,khon kaen center,Khon Kaen,Northeast, Cookie Box ,Bakery,2026-06-09,3,142.50,0
SALE-00295,KKN-01,Khon Kaen Center,KHON KAEN,Northeast,Mineral Water,BEVERAGE,2026-04-04,5,26.25,0
SALE-00140,KKN-01, Khon Kaen Center ,Khon Kaen,Northeast,Butter Croissant,Bakery,06-Jun-2026,1,65.00,10
SALE-00231,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,CHICKEN SANDWICH, Food ,29/03/2026,3,99.75,10
SALE-00164,CBI-01,Bangsaen,Chonburi,East,Premium Coffee,Beverage,05-Apr-2026,1,85.00,15
SALE-00068,CMI-01, Nimman ,Chiang Mai,North, Travel Mug ,Merchandise,2026-05-11,1,320.00,5
SALE-00233,BKK-01,Central Rama 9, Bangkok ,CENTRAL,Thai Milk Tea,BEVERAGE,28-Mar-2026,5,73.50,0
SALE-00285,KKN-01, Khon Kaen Center ,Khon Kaen,Northeast, Tote Bag ,Merchandise,2026-06-09,2,180.00,0
SALE-00065,BKK-01,Central Rama 9,Bangkok,Central,Caesar Salad,Food,2026-05-03,6,110.00,0
SALE-00010,CBI-01,Bangsaen,Chonburi,East,Thai Milk Tea,Beverage,06-Jun-2026,8,70.00,0
SALE-00180,BKK-02,Siam Square,Bangkok,Central,caesar salad,Food,2026-03-06,1,115.50,10
SALE-00016,CBI-02,Pattaya,Chonburi,East,BUTTER CROISSANT,Bakery,2026-03-05,8,65.00,15
SALE-00208,PKT-01,Phuket Town,Phuket,South,Mineral Water,Beverage,31/05/2026,2,25.00,15
SALE-00046,PKT-01,Phuket Town, Phuket ,South,Tote Bag,Merchandise,13-Apr-2026,7,189.00,10
SALE-00210,CBI-02,Pattaya,Chonburi,East,Butter Croissant,Bakery,14/05/2026,7,65.00,10
SALE-00155,CMI-01,NIMMAN,Chiang Mai,North,Thai Milk Tea, Beverage ,2026-05-31,2,73.50,0
SALE-00261,BKK-02,Siam Square,Bangkok,Central,Chicken Sandwich,Food,17/04/2026,5,95.00,0
SALE-00310,CMI-01,Nimman,Chiang Mai,North,Mineral Water,Beverage,26-Mar-2026,3,25.00,0
SALE-00022,CMI-01,Nimman,Chiang Mai, North ,butter croissant,Bakery,16-Apr-2026,8,65.00,10
SALE-00278,PKT-01,Phuket Town,Phuket,South,Chocolate Cake,Bakery,2026-05-18,5,120.00,15
SALE-00283,PKT-01,Phuket Town, Phuket ,South, Mineral Water ,Beverage,17-Mar-2026,4,25.00,10
SALE-00248,CMI-01,Nimman,Chiang Mai,North,Thai Milk Tea,Beverage,10-Mar-2026,8,70.00,10
SALE-00137,BKK-02,Siam Square, Bangkok ,Central,Thai Milk Tea,Beverage,06-May-2026,2,70.00,0
SALE-00031,BKK-01,Central Rama 9,Bangkok,Central,Cookie Box,Bakery,04/03/2026,1,157.50,5
SALE-00178,RYG-01,Rayong City,Rayong,East,Butter Croissant,Bakery,29-Jun-2026,6,68.25,0
SALE-00268,KKN-01,Khon Kaen Center,Khon Kaen, Northeast ,Thai Milk Tea,Beverage,01-Apr-2026,6,73.50,5
SALE-00252,CBI-02,Pattaya,Chonburi,East, Cookie Box ,Bakery,2026-06-09,5,150.00,0
SALE-00209,BKK-01,Central Rama 9,Bangkok,Central,Chicken Sandwich, Food ,2026-03-10,8,95.00,0
